target_id	length	eff_length	est_counts	tpm
gene-CDR20291_0032	1365	1175.58	165	2.06243
gene-CDR20291_0033	474	287.843	6	0.306297
gene-CDR20291_0034	651	461.771	80	2.54572
gene-CDR20291_0035	933	743.578	599	11.8372
gene-CDR20291_0036	747	557.608	1230	32.4133
gene-CDR20291_0037	486	299.381	1715	84.1758
gene-CDR20291_0038	1716	1526.58	28593	275.225
gene-CDR20291_0039	1533	1343.58	36257	396.53
gene-CDR20291_0040	1482	1292.58	12136	137.964
gene-CDR20291_0041	1404	1214.58	46289	560.015
gene-CDR20291_0042	396	215.205	22576	1541.49
gene-CDR20291_0043	831	641.578	13377	306.377
gene-CDR20291_0044	495	307.969	909	43.3714
gene-CDR20291_0045	1377	1187.58	16687	206.473
gene-CDR20291_0046	750	560.608	13949	365.621
gene-CDR20291_0047	303	136.718	596	64.057
gene-CDR20291_0048	747	557.608	14537	383.083
gene-CDR20291_0049	528	340.068	7645	330.338
gene-CDR20291_0050	663	473.747	11074	343.483
gene-CDR20291_0051	1194	1004.58	129851	1899.36
gene-CDR20291_0052	150	38.8529	12668	4791.07
gene-CDR20291_0053	222	79.8303	9861	1815.1
gene-CDR20291_0054	543	354.738	18209	754.268
gene-CDR20291_0055	426	242.562	44495	2695.48
gene-CDR20291_0056	699	509.68	73712	2125.14
gene-CDR20291_0057	507	319.622	54122	2488.19
gene-CDR20291_0058	366	188.54	29175	2273.82
gene-CDR20291_0059	789	599.593	16297	399.391
gene-CDR20291_0060	3717	3527.58	101270	421.844
gene-CDR20291_0061	3486	3296.58	213044	949.627
gene-CDR20291_0062	426	242.562	82887	5021.25
gene-CDR20291_0063	471	284.987	26637	1373.43
gene-CDR20291_0064	2067	1877.58	397252	3108.96
gene-CDR20291_0065	1194	1004.58	312953	4577.66
gene-CDR20291_0066	312	143.612	128513	13149.3
gene-CDR20291_0067	630	440.877	77263	2575.14
gene-CDR20291_0068	654	464.771	81225	2568.02
gene-CDR20291_0069	291	127.563	40551	4671.15
gene-CDR20291_0070	831	641.578	125896	2883.43
gene-CDR20291_0071	282	120.866	36045	4382.16
gene-CDR20291_0072	336	163.019	51993	4686.57
gene-CDR20291_0073	816	626.586	67058	1572.6
gene-CDR20291_0074	432	248.181	51731	3062.88
gene-CDR20291_0075	204	68.8631	15111	3224.43
gene-CDR20291_0076	255	101.702	43224	6245.15
gene-CDR20291_0077	369	191.182	58046	4461.41
gene-CDR20291_0078	309	141.296	32217	3350.45
gene-CDR20291_0079	543	354.738	56728	2349.83
gene-CDR20291_0080	186	58.424	17058	4290.27
gene-CDR20291_0081	399	217.854	37493	2528.9
gene-CDR20291_0082	543	354.738	61861	2562.46
gene-CDR20291_0083	369	191.182	38559	2963.64
gene-CDR20291_0084	510	322.509	41577	1894.34
gene-CDR20291_0085	186	58.424	22049	5545.56
gene-CDR20291_0086	444	259.396	58490	3313.33
gene-CDR20291_0087	1269	1079.58	192901	2625.6
gene-CDR20291_0088	666	476.735	57018	1757.45
gene-CDR20291_0089	747	557.608	65911	1736.91
gene-CDR20291_0090	279	118.65	6708	830.751
gene-CDR20291_0091	219	77.9803	19786	3728.38
gene-CDR20291_0092	114	21.5364	6473	4416.51
gene-CDR20291_0093	372	193.841	16437	1246.02
gene-CDR20291_0094	399	217.854	124381	8389.48
gene-CDR20291_0095	624	434.899	134148	4532.55
gene-CDR20291_0096	948	758.578	104684	2027.81
gene-CDR20291_0097	342	168.003	23129	2022.96
gene-CDR20291_0098	834	644.578	2530	57.6757
gene-CDR20291_0099	822	632.586	2406	55.8886
gene-CDR20291_0100	708	518.648	3679	104.233
gene-CDR20291_0101	732	542.622	5347	144.797
gene-CDR20291_0102	342	168.003	47309	4137.84
gene-CDR20291_0103	393	212.533	32692	2260.28
gene-CDR20291_0104	753	563.608	1016	26.4889
rna-16S_2	1631	1441.58	306944	3128.74
rna-23S_2	2631	2441.58	83636.7	503.354
rna-16S_3	1632	1442.58	986007	10043.6
rna-23S_3	2596	2406.58	5207.48	31.7962
rna-5S_2	117	22.7736	18.7816	12.1185
gene-CDR20291_0105	1185	995.578	35327	521.409
gene-CDR20291_0106	2352	2162.58	14699	99.8765
gene-CDR20291_0107	540	351.809	4187	174.881
rna-23S_4	2953	2763.58	1.13738e+06	6047.55
rna-5S_3	117	22.7736	18.7816	12.1185
gene-CDR20291_0108	840	650.578	1534	34.6476
gene-CDR20291_0109	1113	923.578	2916	46.3939
gene-CDR20291_0110	120	24.1494	0	0
gene-CDR20291_0111	918	728.578	9401	189.603
gene-CDR20291_0112	1080	890.578	6495	107.165
gene-CDR20291_0113	609	420.027	11606	406.025
gene-CDR20291_0114	216	76.156	4273	824.472
gene-CDR20291_0115	1080	890.578	51870	855.838
gene-CDR20291_0116	753	563.608	35784	932.951
gene-CDR20291_0117	558	369.529	47116	1873.56
gene-CDR20291_0118	1407	1217.58	16372	197.584
gene-CDR20291_0119	1833	1643.58	90232	806.71
gene-CDR20291_0120	1296	1106.58	1727	22.9328
gene-CDR20291_0121	738	548.608	918	24.5883
gene-CDR20291_0122	1272	1082.58	15641	212.301
gene-CDR20291_0123	1065	875.578	3624	60.8192
gene-CDR20291_0124	669	479.729	928	28.4249
gene-CDR20291_0125	261	105.862	98	13.603
gene-CDR20291_0126	1020	830.578	2497	44.1759
gene-CDR20291_0127	429	245.375	1387	83.0601
gene-CDR20291_0128	519	331.316	466	20.6676
gene-CDR20291_0129	1194	1004.58	12460	182.256
gene-CDR20291_0130	1098	908.578	244	3.94616
gene-CDR20291_0131	2220	2030.58	634	4.58793
gene-CDR20291_0132	783	593.608	327	8.0946
gene-CDR20291_0133	1914	1724.58	699	5.95582
gene-CDR20291_0134	309	141.296	42	4.36785
gene-CDR20291_0135	327	155.6	45	4.24963
gene-CDR20291_0136	1335	1145.58	349	4.4766
gene-CDR20291_0137	519	331.316	74	3.28198
gene-CDR20291_0138	960	770.578	162	3.0892
gene-CDR20291_0139	1053	863.578	62	1.05496
gene-CDR20291_0140	675	485.729	88	2.66217
gene-CDR20291_0141	552	363.607	54017	2182.96
gene-CDR20291_0142	2676	2486.58	22907	135.367
gene-CDR20291_0143	1017	827.578	12646	224.539
gene-CDR20291_0144	2151	1961.58	2812	21.0648
gene-CDR20291_0145	1167	977.578	4984	74.9159
gene-CDR20291_0146	606	417.038	51534	1815.79
gene-CDR20291_0147	1041	851.578	2236	38.5829
gene-CDR20291_0148	453	267.836	1480	81.1969
gene-CDR20291_0149	702	512.667	3219	92.2641
gene-CDR20291_0150	429	245.375	1928	115.458
gene-CDR20291_0151	1017	827.578	8108	143.963
gene-CDR20291_0152	2709	2519.58	11871	69.232
gene-CDR20291_0153	258	103.792	227	32.1373
gene-CDR20291_0154	981	791.578	2792	51.8286
gene-CDR20291_0155	963	773.578	2383	45.2655
gene-CDR20291_0156	981	791.578	229	4.25098
gene-CDR20291_0157	468	282.098	204	10.6262
gene-CDR20291_0158	714	524.642	15	0.420122
gene-CDR20291_0159	1773	1583.58	121	1.12278
gene-CDR20291_0160	1422	1232.58	178	2.12204
gene-CDR20291_0161	1071	881.578	120	2.00017
gene-CDR20291_0162	252	99.5934	19	2.8033
gene-CDR20291_0163	204	68.8631	1129	240.91
gene-CDR20291_0164	294	129.801	28	3.16977
gene-CDR20291_0165	1350	1160.58	219	2.77279
gene-CDR20291_0166	1221	1031.58	162	2.3076
gene-CDR20291_0167	2013	1823.58	452	3.64218
gene-CDR20291_0168	651	461.771	288	9.1646
gene-CDR20291_0169	1377	1187.58	5228	64.6876
gene-CDR20291_0170	1914	1724.58	6148	52.384
gene-CDR20291_0171	633	443.839	24255	803.015
gene-CDR20291_0172	540	351.809	2092	87.3781
gene-CDR20291_0173	171	50.0742	40447	11869.1
gene-CDR20291_0174	1068	878.578	1607	26.8771
gene-CDR20291_0175	1902	1712.58	356702	3060.57
gene-CDR20291_0176	411	228.735	39686	2549.48
gene-CDR20291_0177	1104	914.578	228773	3675.63
gene-CDR20291_0178	1188	998.578	16388	241.152
gene-CDR20291_0179	828	638.578	154	3.54368
gene-CDR20291_0180	1266	1076.58	96623	1318.81
gene-CDR20291_0181	657	467.753	143	4.49228
gene-CDR20291_0182	1134	944.578	463	7.20262
gene-CDR20291_0183	264	107.992	58	7.89196
gene-CDR20291_0184	1023	833.578	7703	135.788
gene-CDR20291_0185	921	731.578	20482	411.395
gene-CDR20291_0186	693	503.68	7784	227.089
gene-CDR20291_0187	849	659.578	15100	336.402
gene-CDR20291_0188	585	396.21	5539	205.425
gene-CDR20291_0189	927	737.578	3352	66.7795
gene-CDR20291_0190	891	701.578	2540	53.1992
gene-CDR20291_0191	1032	842.578	962	16.7769
gene-CDR20291_0192	876	686.578	6847	146.541
gene-CDR20291_0193	1491	1301.58	10023	113.155
gene-CDR20291_0194	285	123.095	2699	322.187
gene-CDR20291_0195	1629	1439.58	54092	552.135
gene-CDR20291_0196	741	551.608	1051	27.9975
gene-CDR20291_0197	1155	965.578	2894	44.0411
gene-CDR20291_0198	1536	1346.58	28877	315.114
gene-CDR20291_0199	1431	1241.58	4026	47.6483
gene-CDR20291_0200	876	686.578	1222	26.1534
gene-CDR20291_0201	585	396.21	646	23.9582
gene-CDR20291_0202	438	253.748	602	34.8611
gene-CDR20291_0203	237	89.4463	299	49.1197
gene-CDR20291_0204	3429	3239.58	6333	28.7255
gene-CDR20291_0205	2235	2045.58	4631	33.2664
gene-CDR20291_0206	2031	1841.58	82	0.654291
gene-CDR20291_0207	453	267.836	18	0.98753
gene-CDR20291_0208	1056	866.578	145	2.45871
gene-CDR20291_0209	309	141.296	12	1.24796
gene-CDR20291_0210	1266	1076.58	141	1.92451
gene-CDR20291_0211	717	527.635	332	9.24595
gene-CDR20291_0212	294	129.801	123	13.9244
gene-CDR20291_0213	216	76.156	25	4.82373
gene-CDR20291_0214	513	325.457	248	11.1971
gene-CDR20291_0215	477	290.715	10172	514.145
gene-CDR20291_0216	699	509.68	10036	289.341
gene-CDR20291_0217	1368	1178.58	20887	260.414
gene-CDR20291_0218	1077	887.578	16360	270.847
gene-CDR20291_0219	594	405.14	5339	193.643
gene-CDR20291_0220	1533	1343.58	14684	160.594
gene-CDR20291_0221	1251	1061.58	16139	223.394
gene-CDR20291_0222	3807	3617.58	87261	354.446
gene-CDR20291_0223	873	683.578	759	16.3155
gene-CDR20291_0224	882	692.578	700	14.8517
gene-CDR20291_0225	558	369.529	539	21.4332
gene-CDR20291_0226	984	794.578	1145	21.1747
gene-CDR20291_0227	732	542.622	703	19.0373
gene-CDR20291_0228	429	245.375	439	26.2894
gene-CDR20291_0229	315	145.935	286	28.7973
gene-CDR20291_0230	276	116.457	54	6.81361
gene-CDR20291_0231	417	234.215	129	8.09325
gene-CDR20291_0232	1311	1121.58	1257	16.4685
gene-CDR20291_0233	933	743.578	925	18.2794
gene-CDR20291_0234	393	212.533	261	18.0452
gene-CDR20291_0235	213	74.2781	35	6.92396
gene-CDR20291_0236	396	215.205	282	19.255
gene-CDR20291_0237	357	180.751	148	12.0318
gene-CDR20291_0238	1524	1334.58	2449	26.9645
gene-CDR20291_0239	336	163.019	181	16.3151
gene-CDR20291_0240	960	770.578	7669	146.241
gene-CDR20291_0241	2220	2030.58	453	3.27813
gene-CDR20291_0242	1878	1688.58	624	5.43014
gene-CDR20291_0243	2115	1925.58	710	5.41807
gene-CDR20291_0244	996	806.578	230	4.19014
gene-CDR20291_0245	1233	1043.58	644	9.06793
gene-CDR20291_0246	954	764.578	1045	20.0836
gene-CDR20291_0247	1101	911.578	1490	24.0182
gene-CDR20291_0248	318	148.295	95	9.41333
gene-CDR20291_0249	387	207.199	429	30.424
gene-CDR20291_0250	318	148.295	158	15.6559
gene-CDR20291_0251	1551	1361.58	3564	38.4629
gene-CDR20291_0252	1071	881.578	7070	117.844
gene-CDR20291_0253	744	554.608	1378	36.5099
gene-CDR20291_0254	1320	1130.58	365	4.74395
gene-CDR20291_0255	447	262.211	32	1.79327
gene-CDR20291_0256	1206	1016.58	82	1.18528
gene-CDR20291_0257	609	420.027	98	3.42844
gene-CDR20291_0258	984	794.578	310	5.73288
gene-CDR20291_0259	204	68.8631	20	4.26767
gene-CDR20291_0260	819	629.586	200	4.66791
gene-CDR20291_0261	696	506.68	207	6.00321
gene-CDR20291_0262	444	259.396	86	4.87171
gene-CDR20291_0263	375	196.48	30	2.24362
gene-CDR20291_0264	666	476.735	298	9.18515
gene-CDR20291_0265	270	112.173	38	4.97785
gene-CDR20291_0266	1815	1625.58	615	5.55923
gene-CDR20291_0267	2076	1886.58	756	5.88836
gene-CDR20291_0268	1014	824.578	203	3.61753
gene-CDR20291_0269	879	689.578	229	4.87977
gene-CDR20291_0270	702	512.667	48	1.37579
gene-CDR20291_0271	423	239.786	27	1.65458
gene-CDR20291_0272	774	584.608	327	8.21921
gene-CDR20291_0273	762	572.608	413	10.5984
gene-CDR20291_0274	882	692.578	290	6.15286
gene-CDR20291_0275	375	196.48	114	8.52577
gene-CDR20291_0276	1404	1214.58	221	2.67371
gene-CDR20291_0277	1938	1748.58	5577	46.8665
gene-CDR20291_0278	1131	941.578	3891	60.7229
gene-CDR20291_0279	1023	833.578	3167	55.8276
gene-CDR20291_0280	912	722.578	1192	24.2404
gene-CDR20291_0281	417	234.215	338	21.2056
gene-CDR20291_0282	393	212.533	1313	90.7789
gene-CDR20291_0283	396	215.205	6612	451.468
gene-CDR20291_0284	207	70.6168	97	20.1842
gene-CDR20291_0285	834	644.578	18095	412.506
gene-CDR20291_0286	2568	2378.58	5937	36.6773
gene-CDR20291_0287	414	231.476	10698	679.115
gene-CDR20291_0288	498	310.888	5666	267.806
gene-CDR20291_0289	402	220.578	4736	315.498
gene-CDR20291_0290	489	302.226	15083	733.336
gene-CDR20291_0291	756	566.608	40226	1043.21
gene-CDR20291_0292	864	674.578	100317	2185.19
gene-CDR20291_0293	480	293.616	81308	4069.12
gene-CDR20291_0294	1308	1118.58	11046	145.106
gene-CDR20291_0295	1095	905.578	799	12.9649
gene-CDR20291_0296	921	731.578	456	9.15908
gene-CDR20291_0297	759	569.608	473	12.202
gene-CDR20291_0298	1074	884.578	10070	167.279
gene-CDR20291_0299	264	107.992	1664	226.418
gene-CDR20291_0300	978	788.578	1297	24.1681
gene-CDR20291_0301	1023	833.578	7664	135.1
gene-CDR20291_0302	891	701.578	3028	63.4202
gene-CDR20291_0303	963	773.578	2467	46.8611
gene-CDR20291_0304	1512	1322.58	1648	18.3098
gene-CDR20291_0305	999	809.578	955	17.3337
gene-CDR20291_0306	1263	1073.58	1815	24.8422
gene-CDR20291_0307	744	554.608	1429	37.8611
gene-CDR20291_0308	1386	1196.58	969	11.8995
gene-CDR20291_0309	645	455.799	1353	43.6186
gene-CDR20291_0310	615	425.974	2140	73.8206
gene-CDR20291_0311	912	722.578	1085	22.0644
gene-CDR20291_0312	444	259.396	1446	81.9128
gene-CDR20291_0313	501	313.809	1326	62.0905
gene-CDR20291_0314	729	539.622	4637	126.268
gene-CDR20291_0315	1089	899.578	1019	16.645
gene-CDR20291_0316	849	659.578	2331	51.9306
gene-CDR20291_0317	366	188.54	9042	704.708
gene-CDR20291_0318	2388	2198.58	86781	580.003
rna-16S_4	1625	1435.58	191954	1964.8
rna-23S_5	2953	2763.58	1.4368e+06	7639.62
rna-5S_4	117	22.7736	18.7816	12.1185
gene-CDR20291_0319	609	420.027	556	19.4511
gene-CDR20291_0320	213	74.2781	536	106.035
gene-CDR20291_0321	774	584.608	5139	129.17
gene-CDR20291_0322	738	548.608	3998	107.085
gene-CDR20291_0323	990	800.578	7341	134.741
gene-CDR20291_0324	924	734.578	2316	46.3285
gene-CDR20291_0325	735	545.615	1659	44.6794
gene-CDR20291_0326	189	60.0692	31	7.58328
gene-CDR20291_0327	930	740.578	1265	25.0996
gene-CDR20291_0328	1773	1583.58	1774	16.4612
gene-CDR20291_0329	753	563.608	6934	180.781
gene-CDR20291_0330	285	123.095	1420	169.509
gene-CDR20291_0331	699	509.68	678	19.547
gene-CDR20291_0332	819	629.586	1744	40.7042
gene-CDR20291_0333	2289	2099.58	7142	49.9845
gene-CDR20291_0334	1299	1109.58	4805	63.6331
gene-CDR20291_0335	753	563.608	3707	96.648
gene-CDR20291_0336	525	337.157	5655	246.46
gene-CDR20291_0337	954	764.578	875	16.8164
gene-CDR20291_0338	1599	1409.58	47683	497.075
gene-CDR20291_0339	2673	2483.58	761	4.5025
gene-CDR20291_0340	342	168.003	175	15.3062
gene-CDR20291_0341	672	482.729	1055	32.1141
gene-CDR20291_0342	2586	2396.58	961	5.89222
gene-CDR20291_0343	936	746.578	362	7.12493
gene-CDR20291_0344	738	548.608	444	11.8924
gene-CDR20291_0345	5058	4868.58	19447	58.6945
gene-CDR20291_0346	420	237.001	2187	135.595
gene-CDR20291_0347	252	99.5934	101	14.9018
gene-CDR20291_0348	732	542.622	269	7.28454
gene-CDR20291_0349	984	794.578	816	15.0904
gene-CDR20291_0350	813	623.586	6111	144
gene-CDR20291_0351	693	503.68	1705	49.7413
gene-CDR20291_0352	942	752.578	1402	27.3744
gene-CDR20291_0353	1161	971.578	2631	39.7915
gene-CDR20291_0354	573	384.317	9659	369.309
gene-CDR20291_0355	492	305.066	7237	348.588
gene-CDR20291_0356	552	363.607	568	22.9542
gene-CDR20291_0357	933	743.578	560	11.0665
gene-CDR20291_0358	864	674.578	362	7.8854
gene-CDR20291_0359	1863	1673.58	1926	16.9105
gene-CDR20291_0360	1467	1277.58	932	10.7195
gene-CDR20291_0361	837	647.578	219	4.96935
gene-CDR20291_0362	1584	1394.58	1681	17.7122
gene-CDR20291_0363	597	408.089	28196	1015.27
gene-CDR20291_0364	519	331.316	11743	520.815
gene-CDR20291_0365	999	809.578	250445	4545.7
gene-CDR20291_0366	1200	1010.58	96250	1399.52
gene-CDR20291_0367	810	620.586	32016	758.076
gene-CDR20291_0368	1233	1043.58	101360	1427.21
gene-CDR20291_0369	1128	938.578	143915	2253.11
gene-CDR20291_0370	1134	944.578	140633	2187.75
gene-CDR20291_0371	786	596.601	188231	4636.12
gene-CDR20291_0372	1038	848.578	270843	4690
gene-CDR20291_0373	1632	1442.58	4527	46.1125
gene-CDR20291_0374	927	737.578	156457	3116.98
gene-CDR20291_0375	330	158.101	233	21.6555
gene-CDR20291_0376	777	587.608	892.06	22.3076
gene-CDR20291_0377	1119	929.578	1016.47	16.0678
gene-CDR20291_0378	1362	1172.58	3434	43.0334
gene-CDR20291_0379	1035	845.578	512	8.89741
gene-CDR20291_0380	204	68.8631	241	51.4254
gene-CDR20291_0381	1161	971.578	3602	54.477
gene-CDR20291_0382	900	710.578	1674.65	34.6306
gene-CDR20291_0383	672	482.729	681.63	20.7488
gene-CDR20291_0384	1374	1184.58	1092	13.5459
gene-CDR20291_0385	1068	878.578	88	1.4718
gene-CDR20291_0386	309	141.296	24	2.49592
gene-CDR20291_0387	1431	1241.58	237	2.80493
gene-CDR20291_0388	375	196.48	11	0.822662
gene-CDR20291_0389	2205	2015.58	116	0.845679
gene-CDR20291_0390	1410	1220.58	71	0.854752
gene-CDR20291_0391	1065	875.578	44	0.738423
gene-CDR20291_0392	1422	1232.58	216	2.57506
gene-CDR20291_0393	465	279.218	56	2.94708
gene-CDR20291_0394	363	185.956	482	38.0876
gene-CDR20291_0395	885	695.578	552	11.6611
gene-CDR20291_0396	2115	1925.58	1731	13.2094
gene-CDR20291_0397	2244	2054.58	497	3.55452
gene-CDR20291_0398	717	527.635	28	0.779779
gene-CDR20291_0399	939	749.578	251	4.92044
gene-CDR20291_0400	684	494.705	270	8.01982
gene-CDR20291_0401	2661	2471.58	2607	15.4994
gene-CDR20291_0402	1182	992.578	3364	49.8011
gene-CDR20291_0403	663	473.747	2090	64.8256
gene-CDR20291_0404	534	345.926	991	42.0957
gene-CDR20291_0405	933	743.578	1001.53	19.7917
gene-CDR20291_0406	606	417.038	1232	43.4093
gene-CDR20291_0407	750	560.608	525	13.7609
gene-CDR20291_0408	765	575.608	3985	101.73
gene-CDR20291_0409	822	632.586	42	0.975612
gene-CDR20291_0410	1665	1475.58	183	1.82237
gene-CDR20291_0411	1875	1685.58	1011	8.81352
gene-CDR20291_0412	1800	1610.58	8515	77.6873
gene-CDR20291_0413	387	207.199	1691	119.923
gene-CDR20291_0414	678	488.723	259	7.78725
gene-CDR20291_0415	426	242.562	465	28.1694
gene-CDR20291_0416	780	590.608	909	22.6158
gene-CDR20291_0417	744	554.608	627	16.6123
gene-CDR20291_0418	258	103.792	171	24.2091
gene-CDR20291_0419	513	325.457	309	13.9512
gene-CDR20291_0420	774	584.608	214	5.37893
gene-CDR20291_0421	771	581.608	446	11.2681
gene-CDR20291_0422	777	587.608	495	12.3784
gene-CDR20291_0423	663	473.747	1201	37.2515
gene-CDR20291_0424	1425	1235.58	2810	33.4182
gene-CDR20291_0425	2469	2279.58	581	3.74515
gene-CDR20291_0426	669	479.729	54	1.65403
gene-CDR20291_0427	474	287.843	342	17.4589
gene-CDR20291_0428	1143	953.578	549	8.45987
gene-CDR20291_0429	675	485.729	266	8.04701
gene-CDR20291_0430	828	638.578	5381	123.822
gene-CDR20291_0431	321	150.69	761	74.2074
gene-CDR20291_0432	681	491.705	14811	442.616
gene-CDR20291_0433	1053	863.578	284	4.83241
gene-CDR20291_0434	417	234.215	67	4.20347
gene-CDR20291_0435	474	287.843	322	16.4379
gene-CDR20291_0436	759	569.608	377	9.72551
gene-CDR20291_0437	840	650.578	351	7.92785
gene-CDR20291_0438	648	458.782	284	9.09618
gene-CDR20291_0439	1395	1205.58	271	3.3031
gene-CDR20291_0440	3513	3323.58	4326	19.1262
gene-CDR20291_0441	1245	1055.58	5880	81.853
gene-CDR20291_0442	2835	2645.58	4800	26.6605
gene-CDR20291_0443	798	608.586	1639	39.5735
gene-CDR20291_0444	495	307.969	1220	58.2103
gene-CDR20291_0445	1179	989.578	71557	1062.55
gene-CDR20291_0446	1608	1418.58	5773	59.7992
gene-CDR20291_0447	705	515.648	5503	156.817
gene-CDR20291_0448	3099	2909.58	2393	12.0854
gene-CDR20291_0449	1287	1097.58	2454	32.8539
gene-CDR20291_0450	1107	917.578	998	15.9821
gene-CDR20291_0451	1542	1352.58	1603	17.4148
gene-CDR20291_0452	747	557.608	59	1.55478
gene-CDR20291_0453	1311	1121.58	3676	48.1608
gene-CDR20291_0454	471	284.987	830	42.7957
gene-CDR20291_0455	852	662.578	1052	23.3306
gene-CDR20291_0456	912	722.578	131	2.664
gene-CDR20291_0457	498	310.888	64	3.02499
gene-CDR20291_0458	363	185.956	430	33.9786
gene-CDR20291_0459	522	334.22	499	21.9389
gene-CDR20291_0460	486	299.381	516	25.3264
gene-CDR20291_0461	519	331.316	641	28.429
gene-CDR20291_0462	981	791.578	1664	30.8892
gene-CDR20291_0463	1704	1514.58	2559	24.8271
gene-CDR20291_0464	2133	1943.58	1846	13.9565
gene-CDR20291_0465	441	256.589	249	14.2596
gene-CDR20291_0466	804	614.586	515	12.3132
gene-CDR20291_0467	579	390.274	485	18.2608
gene-CDR20291_0468	864	674.578	470	10.238
gene-CDR20291_0469	990	800.578	9468	173.781
gene-CDR20291_0470	612	423.001	13296	461.878
gene-CDR20291_0471	798	608.586	4870	117.586
gene-CDR20291_0472	360	183.332	1703	136.497
gene-CDR20291_0473	1383	1193.58	12939	159.293
gene-CDR20291_0474	411	228.735	17741	1139.71
gene-CDR20291_0475	657	467.753	2231	70.0858
gene-CDR20291_0476	1272	1082.58	382	5.18503
gene-CDR20291_0477	717	527.635	51	1.42031
gene-CDR20291_0478	1311	1121.58	598	7.83464
gene-CDR20291_0479	537	348.839	1750	73.7157
gene-CDR20291_0480	537	348.839	1198	50.4636
gene-CDR20291_0481	756	566.608	605	15.6899
gene-CDR20291_0482	1668	1478.58	2252	22.3806
gene-CDR20291_0483	930	740.578	2607	51.727
gene-CDR20291_0484	564	375.446	6142	240.386
gene-CDR20291_0485	837	647.578	7871	178.602
gene-CDR20291_0486	996	806.578	8549	155.746
gene-CDR20291_0487	417	234.215	868	54.4569
gene-CDR20291_0488	915	725.578	2450	49.6169
gene-CDR20291_0489	2238	2048.58	10422	74.756
gene-CDR20291_0490	606	417.038	6373	224.552
gene-CDR20291_0491	471	284.987	4380	225.837
gene-CDR20291_0492	849	659.578	4285	95.4623
gene-CDR20291_0493	1005	815.578	1497	26.9714
gene-CDR20291_0494	1122	932.578	1662	26.1875
gene-CDR20291_0495	762	572.608	123	3.15642
gene-CDR20291_0496	792	602.593	173	4.21861
gene-CDR20291_0497	603	414.058	435	15.4374
gene-CDR20291_0498	2013	1823.58	102450	825.534
gene-CDR20291_0499	978	788.578	1250.5	23.3017
gene-CDR20291_0500	1119	929.578	635.739	10.0494
gene-CDR20291_0501	1038	848.578	7413	128.366
gene-CDR20291_0502	687	497.686	9672	285.567
gene-CDR20291_0503	1341	1151.58	677	8.63859
gene-CDR20291_0504	624	434.899	5655	191.07
gene-CDR20291_0505	1251	1061.58	11587	160.386
gene-CDR20291_0506	579	390.274	6411	241.381
gene-CDR20291_0507	1461	1271.58	40582	468.962
gene-CDR20291_0508	606	417.038	18661	657.517
gene-CDR20291_0509	2574	2384.58	116665	718.913
gene-CDR20291_0510	492	305.066	747	35.9811
gene-CDR20291_0511	276	116.457	1035	130.594
gene-CDR20291_0512	288	125.323	456	53.4663
gene-CDR20291_0513	2556	2366.58	486.047	3.0179
gene-CDR20291_0514	1085	895.578	290.411	4.76493
gene-CDR20291_0515	5211	5021.58	2136	6.25041
gene-CDR20291_0516	2100	1910.58	23072	177.447
gene-CDR20291_0517	396	215.205	1380	94.2265
gene-CDR20291_0518	441	256.589	1966	112.588
gene-CDR20291_0519	1314	1124.58	3893	50.8677
