target_id	length	eff_length	est_counts	tpm
gene-CDR20291_0121	738	551.148	790	23.2405
gene-CDR20291_0122	1272	1085.1	14345	214.348
gene-CDR20291_0123	1065	878.097	3282	60.6015
gene-CDR20291_0124	669	482.306	868	29.1799
gene-CDR20291_0125	261	106.05	96	14.6774
gene-CDR20291_0126	1020	833.097	2295	44.6657
gene-CDR20291_0127	429	247.635	1187	77.7187
gene-CDR20291_0128	519	333.86	371	18.0176
gene-CDR20291_0129	1194	1007.1	10757	173.184
gene-CDR20291_0130	1098	911.097	215	3.82614
gene-CDR20291_0131	2220	2033.1	589	4.69726
gene-CDR20291_0132	783	596.114	329	8.94859
gene-CDR20291_0133	1914	1727.1	541	5.07888
gene-CDR20291_0134	309	142.358	61	6.94762
gene-CDR20291_0135	327	156.957	45	4.64857
gene-CDR20291_0136	1335	1148.1	328	4.63215
gene-CDR20291_0137	519	333.86	92	4.46797
gene-CDR20291_0138	960	773.097	154	3.22979
gene-CDR20291_0139	1053	866.097	38	0.711384
gene-CDR20291_0140	675	488.282	77	2.55686
gene-CDR20291_0141	552	366.241	46772	2070.65
gene-CDR20291_0142	2676	2489.1	20590	134.123
gene-CDR20291_0143	1017	830.097	11608	226.734
gene-CDR20291_0144	2151	1964.1	2575	21.257
gene-CDR20291_0145	1167	980.097	4458	73.7494
gene-CDR20291_0146	606	419.62	43619	1685.41
gene-CDR20291_0147	1041	854.097	2064	39.1823
gene-CDR20291_0148	453	270.3	1400	83.9787
gene-CDR20291_0149	702	515.175	3004	94.5437
gene-CDR20291_0150	429	247.635	1828	119.688
gene-CDR20291_0151	1017	830.097	7518	146.846
gene-CDR20291_0152	2709	2522.1	10543	67.7782
gene-CDR20291_0153	258	103.999	206	32.1164
gene-CDR20291_0154	981	794.097	2520	51.4534
gene-CDR20291_0155	963	776.097	2180	45.5436
gene-CDR20291_0156	981	794.097	196	4.00193
gene-CDR20291_0157	468	284.577	169	9.62885
gene-CDR20291_0158	714	527.162	17	0.522868
gene-CDR20291_0159	1773	1586.1	113	1.15514
gene-CDR20291_0160	1422	1235.1	140	1.83787
gene-CDR20291_0161	1071	884.097	94	1.72391
gene-CDR20291_0162	252	99.8259	13	2.11148
gene-CDR20291_0163	204	68.6508	1001	236.415
gene-CDR20291_0164	294	130.482	30	3.72785
gene-CDR20291_0165	1350	1163.1	208	2.89958
gene-CDR20291_0166	1221	1034.1	133	2.08534
gene-CDR20291_0167	2013	1826.1	398	3.53384
gene-CDR20291_0168	651	464.348	261	9.11349
gene-CDR20291_0169	1377	1190.1	4611	62.8203
gene-CDR20291_0170	1914	1727.1	5519	51.8121
gene-CDR20291_0171	633	446.416	20528	745.58
gene-CDR20291_0172	540	354.404	1834	83.9052
gene-CDR20291_0173	171	49.488	35752	11713.5
gene-CDR20291_0174	1068	881.097	1445	26.5908
gene-CDR20291_0175	1902	1715.1	309292	2923.93
gene-CDR20291_0176	411	230.927	35237	2474.07
gene-CDR20291_0177	1104	917.097	197521	3492.09
gene-CDR20291_0178	1188	1001.1	15668	253.761
gene-CDR20291_0179	828	641.106	142	3.59125
gene-CDR20291_0180	1266	1079.1	90539	1360.39
gene-CDR20291_0181	657	470.336	117	4.03334
gene-CDR20291_0182	1134	947.097	491	8.40571
gene-CDR20291_0183	264	108.22	38	5.69332
gene-CDR20291_0184	1023	836.097	6779	131.461
gene-CDR20291_0185	921	734.097	19315	426.608
gene-CDR20291_0186	693	506.213	7358	235.675
gene-CDR20291_0187	849	662.106	13942	341.417
gene-CDR20291_0188	585	398.82	5207	211.689
gene-CDR20291_0189	927	740.097	2914	63.8393
gene-CDR20291_0190	891	704.097	2230	51.3523
gene-CDR20291_0191	1032	845.097	867	16.6341
gene-CDR20291_0192	876	689.097	6060	142.587
gene-CDR20291_0193	1491	1304.1	9189	114.247
gene-CDR20291_0194	285	123.659	2471	323.991
gene-CDR20291_0195	1629	1442.1	50368	566.301
gene-CDR20291_0196	741	554.142	928	27.1528
gene-CDR20291_0197	1155	968.097	2669	44.701
gene-CDR20291_0198	1536	1349.1	25449	305.855
gene-CDR20291_0199	1431	1244.1	3492	45.5101
gene-CDR20291_0200	876	689.097	1152	27.1056
gene-CDR20291_0201	585	398.82	514	20.8965
gene-CDR20291_0202	438	256.159	555	35.1294
gene-CDR20291_0203	237	89.4673	271	49.1125
gene-CDR20291_0204	3429	3242.1	5439	27.2007
gene-CDR20291_0205	2235	2048.1	4423	35.015
gene-CDR20291_0206	2031	1844.1	66	0.580293
gene-CDR20291_0207	453	270.3	20	1.1997
gene-CDR20291_0208	1056	869.097	88	1.64173
gene-CDR20291_0209	309	142.358	19	2.16401
gene-CDR20291_0210	1266	1079.1	145	2.17869
gene-CDR20291_0211	717	530.162	292	8.93021
gene-CDR20291_0212	294	130.482	136	16.8996
gene-CDR20291_0213	216	75.9516	25	5.33692
gene-CDR20291_0214	513	327.997	221	10.9247
gene-CDR20291_0215	477	293.246	9798	541.743
gene-CDR20291_0216	699	512.181	9858	312.07
gene-CDR20291_0217	1368	1181.1	19507	267.789
gene-CDR20291_0218	1077	890.097	15148	275.934
gene-CDR20291_0219	594	407.744	5045	200.614
gene-CDR20291_0220	1533	1346.1	14267	171.848
gene-CDR20291_0221	1251	1064.1	15602	237.731
gene-CDR20291_0222	3807	3620.1	83710	374.925
gene-CDR20291_0223	873	686.097	704	16.637
gene-CDR20291_0224	882	695.097	622	14.5088
gene-CDR20291_0225	558	372.157	444	19.3439
gene-CDR20291_0226	984	797.097	979	19.914
gene-CDR20291_0227	732	545.148	637	18.9458
gene-CDR20291_0228	429	247.635	404	26.4519
gene-CDR20291_0229	315	147.088	254	27.9991
gene-CDR20291_0230	276	116.99	50	6.92958
gene-CDR20291_0231	417	236.47	105	7.19946
gene-CDR20291_0232	1311	1124.1	1136	16.3856
gene-CDR20291_0233	933	746.097	777	16.8855
gene-CDR20291_0234	393	214.499	211	15.9494
gene-CDR20291_0235	213	74.1594	30	6.55907
gene-CDR20291_0236	396	217.158	271	20.234
gene-CDR20291_0237	357	182.527	151	13.4134
gene-CDR20291_0238	1524	1337.1	2171	26.326
gene-CDR20291_0239	336	164.493	158	15.5739
gene-CDR20291_0240	960	773.097	6812	142.866
gene-CDR20291_0241	2220	2033.1	395	3.15011
gene-CDR20291_0242	1878	1691.1	559	5.35958
gene-CDR20291_0243	2115	1928.1	666	5.60058
gene-CDR20291_0244	996	809.097	212	4.24837
gene-CDR20291_0245	1233	1046.1	551	8.54018
gene-CDR20291_0246	954	767.097	1006	21.2635
gene-CDR20291_0247	1101	914.097	1383	24.5311
gene-CDR20291_0248	318	149.498	113	12.2555
gene-CDR20291_0249	387	209.068	381	29.5477
gene-CDR20291_0250	318	149.498	132	14.3161
gene-CDR20291_0251	1551	1364.1	3277	38.951
gene-CDR20291_0252	1071	884.097	6585	120.766
gene-CDR20291_0253	744	557.121	1277	37.1646
gene-CDR20291_0254	1320	1133.1	329	4.70778
gene-CDR20291_0255	447	264.628	29	1.77684
gene-CDR20291_0256	1206	1019.1	80	1.2728
gene-CDR20291_0257	609	422.552	98	3.7604
gene-CDR20291_0258	984	797.097	277	5.63451
gene-CDR20291_0259	204	68.6508	19	4.4874
gene-CDR20291_0260	819	632.106	179	4.59146
gene-CDR20291_0261	696	509.207	241	7.6738
gene-CDR20291_0262	444	261.791	81	5.01669
gene-CDR20291_0263	375	198.348	24	1.96187
gene-CDR20291_0264	666	479.318	282	9.53922
gene-CDR20291_0265	270	112.57	38	5.47329
gene-CDR20291_0266	1815	1628.1	567	5.64664
gene-CDR20291_0267	2076	1889.1	663	5.69045
gene-CDR20291_0268	1014	827.097	160	3.13654
gene-CDR20291_0269	879	692.097	219	5.13056
gene-CDR20291_0270	702	515.175	64	2.01425
gene-CDR20291_0271	423	242.089	35	2.34412
gene-CDR20291_0272	774	587.114	283	7.81541
gene-CDR20291_0273	762	575.114	331	9.33172
gene-CDR20291_0274	882	695.097	296	6.90452
gene-CDR20291_0275	375	198.348	94	7.684
gene-CDR20291_0276	1404	1217.1	214	2.85086
gene-CDR20291_0277	1938	1751.1	5016	46.4445
gene-CDR20291_0278	1131	944.097	3476	59.6967
gene-CDR20291_0279	1023	836.097	2812	54.5313
gene-CDR20291_0280	912	725.097	1111	24.8431
gene-CDR20291_0281	417	236.47	353	24.2039
gene-CDR20291_0282	393	214.499	1172	88.591
gene-CDR20291_0283	396	217.158	5811	433.873
gene-CDR20291_0284	207	70.4382	106	24.3997
gene-CDR20291_0285	834	647.106	16189	405.632
gene-CDR20291_0286	2568	2381.1	5271	35.8925
gene-CDR20291_0287	414	233.698	9672	671.04
gene-CDR20291_0288	498	313.496	5167	267.236
gene-CDR20291_0289	402	222.681	4566	332.46
gene-CDR20291_0290	489	304.787	14060	747.957
gene-CDR20291_0291	756	569.121	35927	1023.54
gene-CDR20291_0292	864	677.097	89632	2146.34
gene-CDR20291_0293	480	296.127	71479	3913.7
gene-CDR20291_0294	1308	1121.1	9904	143.237
gene-CDR20291_0295	1095	908.097	747	13.3375
gene-CDR20291_0296	921	734.097	450	9.93908
gene-CDR20291_0297	759	572.121	437	12.3846
gene-CDR20291_0298	1074	887.097	8700	159.014
gene-CDR20291_0299	264	108.22	1504	225.335
gene-CDR20291_0300	978	791.097	1310	26.849
gene-CDR20291_0301	1023	836.097	6517	126.38
gene-CDR20291_0302	891	704.097	2898	66.7349
gene-CDR20291_0303	963	776.097	2216	46.2957
gene-CDR20291_0304	1512	1325.1	1661	20.324
gene-CDR20291_0305	999	812.097	903	18.0288
gene-CDR20291_0306	1263	1076.1	1617	24.3638
gene-CDR20291_0307	744	557.121	1205	35.0691
gene-CDR20291_0308	1386	1199.1	920	12.44
gene-CDR20291_0309	645	458.371	1242	43.9331
gene-CDR20291_0310	615	428.525	1814	68.6354
gene-CDR20291_0311	912	725.097	954	21.3324
gene-CDR20291_0312	444	261.791	1255	77.7278
gene-CDR20291_0313	501	316.385	1107	56.7308
gene-CDR20291_0314	729	542.148	4064	121.541
gene-CDR20291_0315	1089	902.097	992	17.8298
gene-CDR20291_0316	849	662.106	2056	50.3481
gene-CDR20291_0317	366	190.352	8769	746.929
gene-CDR20291_0318	2388	2201.1	80885	595.822
rna-16S_4	1625	1438.1	160712	1811.95
rna-23S_5	2953	2766.1	1.29788e+06	7607.74
rna-5S_4	117	22.6531	14.2083	10.1696
gene-CDR20291_0319	609	422.552	550	21.1043
gene-CDR20291_0320	213	74.1594	523	114.346
gene-CDR20291_0321	774	587.114	4634	127.974
gene-CDR20291_0322	738	551.148	3659	107.642
gene-CDR20291_0323	990	803.097	6707	135.409
gene-CDR20291_0324	924	737.097	2041	44.8958
gene-CDR20291_0325	735	548.148	1430	42.2985
gene-CDR20291_0326	189	59.6044	25	6.80063
gene-CDR20291_0327	930	743.097	1218	26.576
gene-CDR20291_0328	1773	1586.1	1518	15.5178
gene-CDR20291_0329	753	566.121	6497	186.076
gene-CDR20291_0330	285	123.659	1384	181.466
gene-CDR20291_0331	699	512.181	667	21.1149
gene-CDR20291_0332	819	632.106	1581	40.5536
gene-CDR20291_0333	2289	2102.1	6225	48.0147
gene-CDR20291_0334	1299	1112.1	4448	64.8499
gene-CDR20291_0335	753	566.121	3441	98.5515
gene-CDR20291_0336	525	339.738	5158	246.164
gene-CDR20291_0337	954	767.097	762	16.1062
gene-CDR20291_0338	1599	1412.1	40192	461.49
gene-CDR20291_0339	2673	2486.1	749	4.88485
gene-CDR20291_0340	342	169.573	195	18.6451
gene-CDR20291_0341	672	485.306	944	31.5387
gene-CDR20291_0342	2586	2399.1	878	5.93382
gene-CDR20291_0343	936	749.097	321	6.94791
gene-CDR20291_0344	738	551.148	397	11.6791
gene-CDR20291_0345	5058	4871.1	17088	56.879
gene-CDR20291_0346	420	239.282	1835	124.341
gene-CDR20291_0347	252	99.8259	72	11.6944
gene-CDR20291_0348	732	545.148	293	8.71446
gene-CDR20291_0349	984	797.097	830	16.8832
gene-CDR20291_0350	813	626.114	5503	142.506
gene-CDR20291_0351	693	506.213	1503	48.1408
gene-CDR20291_0352	942	755.097	1272	27.3131
gene-CDR20291_0353	1161	974.097	2388	39.7484
gene-CDR20291_0354	573	386.987	8577	359.357
gene-CDR20291_0355	492	307.671	6523	343.754
gene-CDR20291_0356	552	366.241	578	25.5887
gene-CDR20291_0357	933	746.097	445	9.67057
gene-CDR20291_0358	864	677.097	364	8.71641
gene-CDR20291_0359	1863	1676.1	1775	17.1706
gene-CDR20291_0360	1467	1280.1	874	11.0702
gene-CDR20291_0361	837	650.106	201	5.01302
gene-CDR20291_0362	1584	1397.1	1429	16.5841
gene-CDR20291_0363	597	410.724	24628	972.224
gene-CDR20291_0364	519	333.86	10367	503.472
gene-CDR20291_0365	999	812.097	219731	4387.03
gene-CDR20291_0366	1200	1013.1	87354	1398.04
gene-CDR20291_0367	810	623.114	30107	783.408
gene-CDR20291_0368	1233	1046.1	91695	1421.22
gene-CDR20291_0369	1128	941.097	128977	2222.11
gene-CDR20291_0370	1134	947.097	125947	2156.16
gene-CDR20291_0371	786	599.114	161897	4381.44
gene-CDR20291_0372	1038	851.097	222854	4245.5
gene-CDR20291_0373	1632	1445.1	4211	47.2471
gene-CDR20291_0374	927	740.097	144058	3155.99
gene-CDR20291_0375	330	159.476	208	21.1473
gene-CDR20291_0376	777	590.114	839.23	23.0586
gene-CDR20291_0377	1119	932.097	931.787	16.2085
gene-CDR20291_0378	1362	1175.1	2985	41.1868
gene-CDR20291_0379	1035	848.097	486	9.29133
gene-CDR20291_0380	204	68.6508	230	54.3212
gene-CDR20291_0381	1161	974.097	3179	52.9146
gene-CDR20291_0382	900	713.097	1483.06	33.7208
gene-CDR20291_0383	672	485.306	526.688	17.5965
gene-CDR20291_0384	1374	1187.1	940	12.8389
gene-CDR20291_0385	1068	881.097	80	1.47215
gene-CDR20291_0386	309	142.358	26	2.96128
gene-CDR20291_0387	1431	1244.1	168	2.18949
gene-CDR20291_0388	375	198.348	8	0.653958
gene-CDR20291_0389	2205	2018.1	128	1.02838
gene-CDR20291_0390	1410	1223.1	52	0.689334
gene-CDR20291_0391	1065	878.097	33	0.609339
gene-CDR20291_0392	1422	1235.1	190	2.49425
gene-CDR20291_0393	465	281.691	67	3.85646
gene-CDR20291_0394	363	187.761	446	38.5138
gene-CDR20291_0395	885	698.097	474	11.009
gene-CDR20291_0396	2115	1928.1	1586	13.3371
gene-CDR20291_0397	2244	2057.1	515	4.05919
gene-CDR20291_0398	717	530.162	22	0.672824
gene-CDR20291_0399	939	752.097	240	5.17398
gene-CDR20291_0400	684	497.257	259	8.44513
gene-CDR20291_0401	2661	2474.1	2285	14.9747
gene-CDR20291_0402	1182	995.097	3125	50.9181
gene-CDR20291_0403	663	476.324	1847	62.8712
gene-CDR20291_0404	534	348.523	878	40.8461
gene-CDR20291_0405	933	746.097	920.646	20.0071
gene-CDR20291_0406	606	419.62	1140	44.049
gene-CDR20291_0407	750	563.121	554	15.9513
gene-CDR20291_0408	765	578.114	3490	97.8813
gene-CDR20291_0409	822	635.106	37	0.94459
gene-CDR20291_0410	1665	1478.1	173	1.89771
gene-CDR20291_0411	1875	1688.1	992	9.528
gene-CDR20291_0412	1800	1613.1	7809	78.4914
gene-CDR20291_0413	387	209.068	1640	127.187
gene-CDR20291_0414	678	491.276	218	7.1948
gene-CDR20291_0415	426	244.835	389	25.761
gene-CDR20291_0416	780	593.114	786	21.4868
gene-CDR20291_0417	744	557.121	510	14.8425
gene-CDR20291_0418	258	103.999	161	25.1007
gene-CDR20291_0419	513	327.997	301	14.8793
gene-CDR20291_0420	774	587.114	173	4.77762
gene-CDR20291_0421	771	584.114	434	12.047
gene-CDR20291_0422	777	590.114	463	12.7213
gene-CDR20291_0423	663	476.324	1050	35.7416
gene-CDR20291_0424	1425	1238.1	2491	32.6217
gene-CDR20291_0425	2469	2282.1	496	3.52399
gene-CDR20291_0426	669	482.306	51	1.71449
gene-CDR20291_0427	474	290.338	316	17.647
gene-CDR20291_0428	1143	956.097	483	8.19092
gene-CDR20291_0429	675	488.282	242	8.03586
gene-CDR20291_0430	828	641.106	5051	127.742
gene-CDR20291_0431	321	151.928	715	76.3057
gene-CDR20291_0432	681	494.269	13026	427.302
gene-CDR20291_0433	1053	866.097	234	4.38063
gene-CDR20291_0434	417	236.47	62	4.25111
gene-CDR20291_0435	474	290.338	294	16.4184
gene-CDR20291_0436	759	572.121	340	9.6356
gene-CDR20291_0437	840	653.106	323	8.01875
gene-CDR20291_0438	648	461.365	243	8.53983
gene-CDR20291_0439	1395	1208.1	234	3.14052
gene-CDR20291_0440	3513	3326.1	4055	19.7671
gene-CDR20291_0441	1245	1058.1	4991	76.4803
gene-CDR20291_0442	2835	2648.1	4563	27.9386
gene-CDR20291_0443	798	611.114	1383	36.6934
gene-CDR20291_0444	495	310.578	1056	55.1291
gene-CDR20291_0445	1179	992.097	66110	1080.44
gene-CDR20291_0446	1608	1421.1	5398	61.5881
gene-CDR20291_0447	705	518.175	5138	160.77
gene-CDR20291_0448	3099	2912.1	2185	12.1656
gene-CDR20291_0449	1287	1100.1	2218	32.6902
gene-CDR20291_0450	1107	920.097	952	16.7761
gene-CDR20291_0451	1542	1355.1	1309	15.6623
gene-CDR20291_0452	747	560.121	77	2.22893
gene-CDR20291_0453	1311	1124.1	3158	45.5508
gene-CDR20291_0454	471	287.479	729	41.1157
gene-CDR20291_0455	852	665.106	1010	24.6217
gene-CDR20291_0456	912	725.097	89	1.99013
gene-CDR20291_0457	498	313.496	69	3.56866
gene-CDR20291_0458	363	187.761	375	32.3827
gene-CDR20291_0459	522	336.797	447	21.5192
gene-CDR20291_0460	486	301.928	394	21.1583
gene-CDR20291_0461	519	333.86	550	26.7107
gene-CDR20291_0462	981	794.097	1528	31.1987
gene-CDR20291_0463	1704	1517.1	2157	23.0528
gene-CDR20291_0464	2133	1946.1	1702	14.1802
gene-CDR20291_0465	441	258.983	251	15.7141
gene-CDR20291_0466	804	617.114	494	12.9792
gene-CDR20291_0467	579	392.894	445	18.3642
gene-CDR20291_0468	864	677.097	394	9.4348
gene-CDR20291_0469	990	803.097	8591	173.445
gene-CDR20291_0470	612	425.546	11496	438.013
gene-CDR20291_0471	798	611.114	4050	107.454
gene-CDR20291_0472	360	185.129	1643	143.896
gene-CDR20291_0473	1383	1196.1	11909	161.434
gene-CDR20291_0474	411	230.927	16202	1137.58
gene-CDR20291_0475	657	470.336	1905	65.6711
gene-CDR20291_0476	1272	1085.1	348	5.19994
gene-CDR20291_0477	717	530.162	57	1.74323
gene-CDR20291_0478	1311	1124.1	538	7.76007
gene-CDR20291_0479	537	351.474	1530	70.5806
gene-CDR20291_0480	537	351.474	1144	52.774
gene-CDR20291_0481	756	569.121	562	16.011
gene-CDR20291_0482	1668	1481.1	2054	22.4856
gene-CDR20291_0483	930	743.097	2286	49.879
gene-CDR20291_0484	564	378.059	5391	231.205
gene-CDR20291_0485	837	650.106	6763	168.672
gene-CDR20291_0486	996	809.097	7939	159.094
gene-CDR20291_0487	417	236.47	905	62.0525
gene-CDR20291_0488	915	728.097	2293	51.0625
gene-CDR20291_0489	2238	2051.1	9383	74.1725
gene-CDR20291_0490	606	419.62	5467	211.242
gene-CDR20291_0491	471	287.479	3911	220.581
gene-CDR20291_0492	849	662.106	3883	95.0884
gene-CDR20291_0493	1005	818.097	1375	27.2512
gene-CDR20291_0494	1122	935.097	1562	27.0839
gene-CDR20291_0495	762	575.114	85	2.39636
gene-CDR20291_0496	792	605.114	137	3.67089
gene-CDR20291_0497	603	416.646	433	16.8503
gene-CDR20291_0498	2013	1826.1	91048	808.414
gene-CDR20291_0499	978	791.097	1118	22.9139
gene-CDR20291_0500	1119	932.097	589.176	10.2488
gene-CDR20291_0501	1038	851.097	6747	128.534
gene-CDR20291_0502	687	500.245	8966	290.606
gene-CDR20291_0503	1341	1154.1	603	8.47154
gene-CDR20291_0504	624	437.46	5140	190.508
gene-CDR20291_0505	1251	1064.1	10206	155.511
gene-CDR20291_0506	579	392.894	5564	229.614
gene-CDR20291_0507	1461	1274.1	34881	443.888
gene-CDR20291_0508	606	419.62	17466	674.877
gene-CDR20291_0509	2574	2387.1	107926	733.067
gene-CDR20291_0510	492	307.671	660	34.7812
gene-CDR20291_0511	276	116.99	917	127.089
gene-CDR20291_0512	288	125.925	334	43.0053
gene-CDR20291_0513	2556	2369.1	510.223	3.49192
gene-CDR20291_0514	1085	898.097	271.649	4.90425
gene-CDR20291_0515	5211	5024.1	1958	6.31891
gene-CDR20291_0516	2100	1913.1	20488	173.64
gene-CDR20291_0517	396	217.158	1276	95.2713
gene-CDR20291_0518	441	258.983	1833	114.757
gene-CDR20291_0519	1314	1127.1	3572	51.3851
gene-CDR20291_0520	537	351.474	2472	114.036
