target_id	length	eff_length	est_counts	tpm
gene-CDR20291_0155	963	797.176	2311	57.4571
gene-CDR20291_0156	981	815.176	202	4.91132
gene-CDR20291_0157	468	303.459	109	7.1191
gene-CDR20291_0158	714	548.197	12	0.433853
gene-CDR20291_0159	1773	1607.18	114	1.40585
gene-CDR20291_0160	1422	1256.18	201	3.17135
gene-CDR20291_0161	1071	905.176	168	3.67853
gene-CDR20291_0162	252	107.372	25	4.61472
gene-CDR20291_0163	204	72.9738	1177	319.674
gene-CDR20291_0164	294	141.066	21	2.9505
gene-CDR20291_0165	1350	1184.18	71	1.18834
gene-CDR20291_0166	1221	1055.18	46	0.864034
gene-CDR20291_0167	2013	1847.18	254	2.72536
gene-CDR20291_0168	651	485.248	223	9.10833
gene-CDR20291_0169	1377	1211.18	2347	38.4064
gene-CDR20291_0170	1914	1748.18	3584	40.6332
gene-CDR20291_0171	633	467.266	13700	581.105
gene-CDR20291_0172	540	374.535	1820	96.3113
gene-CDR20291_0173	171	52.5071	24252	9154.35
gene-CDR20291_0174	1068	902.176	2130	46.7936
gene-CDR20291_0175	1902	1736.18	182073	2078.5
gene-CDR20291_0176	411	247.937	18765	1500.05
gene-CDR20291_0177	1104	938.176	115428	2438.51
gene-CDR20291_0178	1188	1022.18	9711	188.294
gene-CDR20291_0179	828	662.176	74	2.21491
gene-CDR20291_0180	1266	1100.18	98726	1778.56
gene-CDR20291_0181	657	491.23	61	2.46118
gene-CDR20291_0182	1134	968.176	694	14.207
gene-CDR20291_0183	264	116.689	36	6.11466
gene-CDR20291_0184	1023	857.176	7631	176.445
gene-CDR20291_0185	921	755.176	5086	133.483
gene-CDR20291_0186	693	527.217	1806	67.8931
gene-CDR20291_0187	849	683.176	3185	92.4006
gene-CDR20291_0188	585	419.332	1435	67.8254
gene-CDR20291_0189	927	761.176	2293	59.7059
gene-CDR20291_0190	891	725.176	1393	38.072
gene-CDR20291_0191	1032	866.176	248	5.67471
gene-CDR20291_0192	876	710.176	5755	160.612
gene-CDR20291_0193	1491	1325.18	6259	93.6115
gene-CDR20291_0194	285	133.666	1599	237.097
gene-CDR20291_0195	1629	1463.18	29066	393.719
gene-CDR20291_0196	741	575.191	494	17.0221
gene-CDR20291_0197	1155	989.176	1695	33.9621
gene-CDR20291_0198	1536	1370.18	21191	306.53
gene-CDR20291_0199	1431	1265.18	3474	54.4223
gene-CDR20291_0200	876	710.176	409	11.4145
gene-CDR20291_0201	585	419.332	212	10.0202
gene-CDR20291_0202	438	274.093	183	13.2328
gene-CDR20291_0203	237	96.0214	190	39.2178
gene-CDR20291_0204	3429	3263.18	5801	35.2339
gene-CDR20291_0205	2235	2069.18	1506	14.4253
gene-CDR20291_0206	2031	1865.18	36	0.382543
gene-CDR20291_0207	453	288.74	7	0.480496
gene-CDR20291_0208	1056	890.176	25	0.556624
gene-CDR20291_0209	309	153.769	9	1.16004
gene-CDR20291_0210	1266	1100.18	24	0.432362
gene-CDR20291_0211	717	551.191	57	2.04961
gene-CDR20291_0212	294	141.066	36	5.058
gene-CDR20291_0213	216	81.1448	12	2.93102
gene-CDR20291_0214	513	347.766	166	9.4606
gene-CDR20291_0215	477	312.281	2956	187.61
gene-CDR20291_0216	699	533.211	2794	103.855
gene-CDR20291_0217	1368	1202.18	6291	103.717
gene-CDR20291_0218	1077	911.176	5029	109.39
gene-CDR20291_0219	594	428.316	2046	94.6759
gene-CDR20291_0220	1533	1367.18	6936	100.55
gene-CDR20291_0221	1251	1085.18	8225	150.222
gene-CDR20291_0222	3807	3641.18	55081	299.818
gene-CDR20291_0223	873	707.176	514	14.4057
gene-CDR20291_0224	882	716.176	431	11.9277
gene-CDR20291_0225	558	392.463	340	17.1703
gene-CDR20291_0226	984	818.176	757	18.3378
gene-CDR20291_0227	732	566.191	755	26.4291
gene-CDR20291_0228	429	265.313	410	30.6284
gene-CDR20291_0229	315	158.927	295	36.7894
gene-CDR20291_0230	276	126.255	23	3.61059
gene-CDR20291_0231	417	253.694	95	7.42184
gene-CDR20291_0232	1311	1145.18	812	14.0534
gene-CDR20291_0233	933	767.176	705	18.2134
gene-CDR20291_0234	393	230.702	200	17.1821
gene-CDR20291_0235	213	79.132	34	8.51579
gene-CDR20291_0236	396	233.555	198	16.8025
gene-CDR20291_0237	357	196.894	117	11.7775
gene-CDR20291_0238	1524	1358.18	1710	24.9539
gene-CDR20291_0239	336	177.681	119	13.2741
gene-CDR20291_0240	960	794.176	4434	110.656
gene-CDR20291_0241	2220	2054.18	129	1.24466
gene-CDR20291_0242	1878	1712.18	295	3.41485
gene-CDR20291_0243	2115	1949.18	326	3.31485
gene-CDR20291_0244	996	830.176	149	3.55725
gene-CDR20291_0245	1233	1067.18	457	8.48747
gene-CDR20291_0246	954	788.176	755	18.9855
gene-CDR20291_0247	1101	935.176	735	15.5773
gene-CDR20291_0248	318	161.576	75	9.19989
gene-CDR20291_0249	387	224.961	124	10.9248
gene-CDR20291_0250	318	161.576	69	8.4639
gene-CDR20291_0251	1551	1385.18	1257	17.9857
gene-CDR20291_0252	1071	905.176	2602	56.9734
gene-CDR20291_0253	744	578.183	696	23.8584
gene-CDR20291_0254	1320	1154.18	127	2.18087
gene-CDR20291_0255	447	282.883	13	0.910824
gene-CDR20291_0256	1206	1040.18	58	1.10514
gene-CDR20291_0257	609	443.283	50	2.23556
gene-CDR20291_0258	984	818.176	177	4.2877
gene-CDR20291_0259	204	72.9738	12	3.25921
gene-CDR20291_0260	819	653.176	113	3.42883
gene-CDR20291_0261	696	530.217	108	4.03708
gene-CDR20291_0262	444	279.957	31	2.19466
gene-CDR20291_0263	375	213.641	14	1.2988
gene-CDR20291_0264	666	500.224	101	4.0018
gene-CDR20291_0265	270	121.43	19	3.10117
gene-CDR20291_0266	1815	1649.18	249	2.99247
gene-CDR20291_0267	2076	1910.18	405	4.20223
gene-CDR20291_0268	1014	848.176	117	2.734
gene-CDR20291_0269	879	713.176	156	4.33537
gene-CDR20291_0270	702	536.204	32	1.18282
gene-CDR20291_0271	423	259.494	28	2.1386
gene-CDR20291_0272	774	608.176	241	7.85391
gene-CDR20291_0273	762	596.176	274	9.10907
gene-CDR20291_0274	882	716.176	249	6.89092
gene-CDR20291_0275	375	213.641	81	7.51446
gene-CDR20291_0276	1404	1238.18	179	2.86529
gene-CDR20291_0277	1938	1772.18	2252	25.186
gene-CDR20291_0278	1131	965.176	3207	65.8552
gene-CDR20291_0279	1023	857.176	2579	59.632
gene-CDR20291_0280	912	746.176	605	16.0699
gene-CDR20291_0281	417	253.694	191	14.9218
gene-CDR20291_0282	393	230.702	489	42.0103
gene-CDR20291_0283	396	233.555	9883	838.681
gene-CDR20291_0284	207	75.0346	124	32.7535
gene-CDR20291_0285	834	668.176	5024	149.024
gene-CDR20291_0286	2568	2402.18	2188	18.0526
gene-CDR20291_0287	414	250.83	4230	334.24
gene-CDR20291_0288	498	332.962	2074	123.456
gene-CDR20291_0289	402	239.287	1677	138.903
gene-CDR20291_0290	489	324.101	4771	291.76
gene-CDR20291_0291	756	590.176	13019	437.214
gene-CDR20291_0292	864	698.176	36389	1033.01
gene-CDR20291_0293	480	315.254	36210	2276.49
gene-CDR20291_0294	1308	1142.18	5108	88.6372
gene-CDR20291_0295	1095	929.176	512	10.9212
gene-CDR20291_0296	921	755.176	309	8.10976
gene-CDR20291_0297	759	593.176	366	12.2291
gene-CDR20291_0298	1074	908.176	7589	165.62
gene-CDR20291_0299	264	116.689	1293	219.618
gene-CDR20291_0300	978	812.176	2556	62.3747
gene-CDR20291_0301	1023	857.176	9889	228.655
gene-CDR20291_0302	891	725.176	5740	156.88
gene-CDR20291_0303	963	797.176	8702	216.353
gene-CDR20291_0304	1512	1346.18	6137	90.355
gene-CDR20291_0305	999	833.176	2914	69.3188
gene-CDR20291_0306	1263	1097.18	4592	82.9514
gene-CDR20291_0307	744	578.183	3807	130.501
gene-CDR20291_0308	1386	1220.18	826	13.417
gene-CDR20291_0309	645	479.254	452	18.6926
gene-CDR20291_0310	615	449.278	417	18.3958
gene-CDR20291_0311	912	746.176	933	24.7821
gene-CDR20291_0312	444	279.957	1107	78.3708
gene-CDR20291_0313	501	335.928	1068	63.0119
gene-CDR20291_0314	729	563.191	4494	158.152
gene-CDR20291_0315	1089	923.176	371	7.96503
gene-CDR20291_0316	849	683.176	1337	38.7879
gene-CDR20291_0317	366	205.244	2099	202.694
gene-CDR20291_0318	2388	2222.18	30895	275.555
rna-16S_4	1625	1459.18	141011	1915.32
rna-23S_5	2953	2787.18	1.19579e+06	8503.3
rna-5S_4	117	23.5751	76.4415	64.2649
gene-CDR20291_0319	609	443.283	189	8.45043
gene-CDR20291_0320	213	79.132	111	27.8016
gene-CDR20291_0321	774	608.176	1498	48.8181
gene-CDR20291_0322	738	572.191	1134	39.2799
gene-CDR20291_0323	990	824.176	1852	44.5368
gene-CDR20291_0324	924	758.176	747	19.5276
gene-CDR20291_0325	735	569.191	535	18.6292
gene-CDR20291_0326	189	63.3716	10	3.12754
gene-CDR20291_0327	930	764.176	722	18.7259
gene-CDR20291_0328	1773	1607.18	780	9.61898
gene-CDR20291_0329	753	587.176	37974	1281.79
gene-CDR20291_0330	285	133.666	9314	1381.06
gene-CDR20291_0331	699	533.211	5610	208.527
gene-CDR20291_0332	819	653.176	15259	463.014
gene-CDR20291_0333	2289	2123.18	6616	61.76
gene-CDR20291_0334	1299	1133.18	3873	67.7405
gene-CDR20291_0335	753	587.176	2847	96.0986
gene-CDR20291_0336	525	359.691	4332	238.702
gene-CDR20291_0337	954	788.176	243	6.11056
gene-CDR20291_0338	1599	1433.18	37733	521.819
gene-CDR20291_0339	2673	2507.18	442	3.4941
gene-CDR20291_0340	342	183.074	164	17.7547
gene-CDR20291_0341	672	506.217	507	19.8504
gene-CDR20291_0342	2586	2420.18	456	3.73436
gene-CDR20291_0343	936	770.176	186	4.78653
gene-CDR20291_0344	738	572.191	251	8.69423
gene-CDR20291_0345	5058	4892.18	8757	35.4774
gene-CDR20291_0346	420	256.601	1144	88.3621
gene-CDR20291_0347	252	107.372	59	10.8907
gene-CDR20291_0348	732	566.191	68	2.38037
gene-CDR20291_0349	984	818.176	239	5.78961
gene-CDR20291_0350	813	647.176	2938	89.9761
gene-CDR20291_0351	693	527.217	598	22.4807
gene-CDR20291_0352	942	776.176	557	14.2231
gene-CDR20291_0353	1161	995.176	1125	22.4053
gene-CDR20291_0354	573	407.378	9384	456.55
gene-CDR20291_0355	492	327.036	7338	444.713
gene-CDR20291_0356	552	386.482	249	12.7693
gene-CDR20291_0357	933	767.176	211	5.45112
gene-CDR20291_0358	864	698.176	252	7.15375
gene-CDR20291_0359	1863	1697.18	701	8.18633
gene-CDR20291_0360	1467	1301.18	374	5.69683
gene-CDR20291_0361	837	671.176	81	2.39192
gene-CDR20291_0362	1584	1418.18	1494	20.8794
gene-CDR20291_0363	597	431.311	15621	717.822
gene-CDR20291_0364	519	353.727	7896	442.423
gene-CDR20291_0365	999	833.176	95427	2270.03
gene-CDR20291_0366	1200	1034.18	32250	618.064
gene-CDR20291_0367	810	644.176	10609	326.413
gene-CDR20291_0368	1233	1067.18	26088	484.51
gene-CDR20291_0369	1128	962.176	33968	699.702
gene-CDR20291_0370	1134	968.176	31368	642.141
gene-CDR20291_0371	786	620.176	36480	1165.84
gene-CDR20291_0372	1038	872.176	52927	1202.74
gene-CDR20291_0373	1632	1466.18	5805	78.4719
gene-CDR20291_0374	927	761.176	94395	2457.89
gene-CDR20291_0375	330	172.279	205	23.5841
gene-CDR20291_0376	777	611.176	711.863	23.0849
gene-CDR20291_0377	1119	953.176	1033.24	21.4845
gene-CDR20291_0378	1362	1196.18	2428	40.2301
gene-CDR20291_0379	1035	869.176	496	11.3102
gene-CDR20291_0380	204	72.9738	199	54.0486
gene-CDR20291_0381	1161	995.176	721	14.3593
gene-CDR20291_0382	900	734.176	1001.04	27.024
gene-CDR20291_0383	672	506.217	319.527	12.5103
gene-CDR20291_0384	1374	1208.18	619	10.1545
gene-CDR20291_0385	1068	902.176	19	0.417408
gene-CDR20291_0386	309	153.769	6	0.77336
gene-CDR20291_0387	1431	1265.18	59	0.92427
gene-CDR20291_0388	375	213.641	6	0.556627
gene-CDR20291_0389	2205	2039.18	80	0.777559
gene-CDR20291_0390	1410	1244.18	22	0.35046
gene-CDR20291_0391	1065	899.176	16	0.352674
gene-CDR20291_0392	1422	1256.18	71	1.12023
gene-CDR20291_0393	465	300.497	15	0.98935
gene-CDR20291_0394	363	202.443	376	36.8114
gene-CDR20291_0395	885	719.176	330	9.09445
gene-CDR20291_0396	2115	1949.18	668	6.7924
gene-CDR20291_0397	2244	2078.18	204	1.94557
gene-CDR20291_0398	717	551.191	6	0.215748
gene-CDR20291_0399	939	773.176	100	2.56342
gene-CDR20291_0400	684	518.217	170	6.50182
gene-CDR20291_0401	2661	2495.18	1082	8.59457
gene-CDR20291_0402	1182	1016.18	2274	44.3526
gene-CDR20291_0403	663	497.224	1520	60.5884
gene-CDR20291_0404	534	368.605	794	42.6931
gene-CDR20291_0405	933	767.176	1028.82	26.5792
gene-CDR20291_0406	606	440.289	616	27.7294
gene-CDR20291_0407	750	584.176	484	16.421
gene-CDR20291_0408	765	599.176	2685	88.8153
gene-CDR20291_0409	822	656.176	27	0.815533
gene-CDR20291_0410	1665	1499.18	81	1.07085
gene-CDR20291_0411	1875	1709.18	526	6.09954
gene-CDR20291_0412	1800	1634.18	2573	31.2061
gene-CDR20291_0413	387	224.961	433	38.1487
gene-CDR20291_0414	678	512.217	124	4.79806
gene-CDR20291_0415	426	262.386	376	28.4018
gene-CDR20291_0416	780	614.176	666	21.4921
gene-CDR20291_0417	744	578.183	444	15.22
gene-CDR20291_0418	258	112.055	154	27.2388
gene-CDR20291_0419	513	347.766	172	9.80255
gene-CDR20291_0420	774	608.176	70	2.28122
gene-CDR20291_0421	771	605.176	210	6.87758
gene-CDR20291_0422	777	611.176	195	6.32363
gene-CDR20291_0423	663	497.224	428	17.0604
gene-CDR20291_0424	1425	1259.18	993	15.6301
gene-CDR20291_0425	2469	2303.18	212	1.82434
gene-CDR20291_0426	669	503.224	15	0.590783
gene-CDR20291_0427	474	309.332	143	9.1624
gene-CDR20291_0428	1143	977.176	255	5.17208
gene-CDR20291_0429	675	509.217	100	3.8922
gene-CDR20291_0430	828	662.176	3902	116.792
gene-CDR20291_0431	321	164.241	260	31.3754
gene-CDR20291_0432	681	515.217	16042	617.115
gene-CDR20291_0433	1053	887.176	118	2.63615
gene-CDR20291_0434	417	253.694	18	1.40624
gene-CDR20291_0435	474	309.332	155	9.93128
gene-CDR20291_0436	759	593.176	122	4.07638
gene-CDR20291_0437	840	674.176	102	2.99864
gene-CDR20291_0438	648	482.254	114	4.68519
gene-CDR20291_0439	1395	1229.18	110	1.77369
gene-CDR20291_0440	3513	3347.18	2130	12.6124
gene-CDR20291_0441	1245	1079.18	2582	47.42
gene-CDR20291_0442	2835	2669.18	2772	20.5833
gene-CDR20291_0443	798	632.176	730	22.8867
gene-CDR20291_0444	495	330.016	564	33.8721
gene-CDR20291_0445	1179	1013.18	27428	536.546
gene-CDR20291_0446	1608	1442.18	2234	30.7017
gene-CDR20291_0447	705	539.204	1639	60.2454
gene-CDR20291_0448	3099	2933.18	1573	10.6289
gene-CDR20291_0449	1287	1121.18	994	17.5716
gene-CDR20291_0450	1107	941.176	187	3.93794
gene-CDR20291_0451	1542	1376.18	287	4.13339
gene-CDR20291_0452	747	581.176	16	0.545645
gene-CDR20291_0453	1311	1145.18	683	11.8208
gene-CDR20291_0454	471	306.413	131	8.47349
gene-CDR20291_0455	852	686.176	39	1.12649
gene-CDR20291_0456	912	746.176	92	2.44368
gene-CDR20291_0457	498	332.962	44	2.61912
gene-CDR20291_0458	363	202.443	348	34.0701
gene-CDR20291_0459	522	356.7	333	18.5029
gene-CDR20291_0460	486	321.166	353	21.7843
gene-CDR20291_0461	519	353.727	423	23.7012
gene-CDR20291_0462	981	815.176	1194	29.0303
gene-CDR20291_0463	1704	1538.18	1505	19.3923
gene-CDR20291_0464	2133	1967.18	1036	10.4379
gene-CDR20291_0465	441	277.006	173	12.3781
gene-CDR20291_0466	804	638.176	265	8.23007
gene-CDR20291_0467	579	413.342	207	9.92564
gene-CDR20291_0468	864	698.176	135	3.83236
gene-CDR20291_0469	990	824.176	4458	107.206
gene-CDR20291_0470	612	446.283	5474	243.104
gene-CDR20291_0471	798	632.176	1953	61.2297
gene-CDR20291_0472	360	199.702	521	51.7075
gene-CDR20291_0473	1383	1217.18	4018	65.4266
gene-CDR20291_0474	411	247.937	3879	310.082
gene-CDR20291_0475	657	491.23	630	25.4187
gene-CDR20291_0476	1272	1106.18	227	4.06724
gene-CDR20291_0477	717	551.191	23	0.827035
gene-CDR20291_0478	1311	1145.18	549	9.50163
gene-CDR20291_0479	537	371.581	1429	76.2213
gene-CDR20291_0480	537	371.581	1186	63.2599
gene-CDR20291_0481	756	590.176	598	20.0825
gene-CDR20291_0482	1668	1502.18	2284	30.1351
gene-CDR20291_0483	930	764.176	2107	54.6473
gene-CDR20291_0484	564	398.428	3091	153.761
gene-CDR20291_0485	837	671.176	8661	255.758
gene-CDR20291_0486	996	830.176	8175	195.171
gene-CDR20291_0487	417	253.694	635	49.6091
gene-CDR20291_0488	915	749.176	1021	27.0109
gene-CDR20291_0489	2238	2072.18	4025	38.4979
gene-CDR20291_0490	606	440.289	8608	387.492
gene-CDR20291_0491	471	306.413	4164	269.341
gene-CDR20291_0492	849	683.176	3536	102.584
gene-CDR20291_0493	1005	839.176	1939	45.7955
gene-CDR20291_0494	1122	956.176	2910	60.3189
gene-CDR20291_0495	762	596.176	113	3.75666
gene-CDR20291_0496	792	626.176	111	3.51337
gene-CDR20291_0497	603	437.305	379	17.1772
gene-CDR20291_0498	2013	1847.18	170881	1833.51
gene-CDR20291_0499	978	812.176	1014.4	24.7545
gene-CDR20291_0500	1119	953.176	673.723	14.009
gene-CDR20291_0501	1038	872.176	3197	72.6501
gene-CDR20291_0502	687	521.217	2578	98.0307
gene-CDR20291_0503	1341	1175.18	495	8.34834
gene-CDR20291_0504	624	458.272	7490	323.934
gene-CDR20291_0505	1251	1085.18	16228	296.389
gene-CDR20291_0506	579	413.342	7569	362.933
gene-CDR20291_0507	1461	1295.18	28854	441.545
gene-CDR20291_0508	606	440.289	2724	122.622
gene-CDR20291_0509	2574	2408.18	16932	139.354
gene-CDR20291_0510	492	327.036	144	8.72699
gene-CDR20291_0511	276	126.255	578	90.7357
gene-CDR20291_0512	288	136.084	295	42.9649
gene-CDR20291_0513	2556	2390.18	430.622	3.57079
gene-CDR20291_0514	1085	919.176	311.656	6.72009
gene-CDR20291_0515	5211	5045.18	1827	7.17729
gene-CDR20291_0516	2100	1934.18	39666	406.462
gene-CDR20291_0517	396	233.555	2574	218.432
gene-CDR20291_0518	441	277.006	508	36.3473
gene-CDR20291_0519	1314	1148.18	1225	21.1459
gene-CDR20291_0520	537	371.581	850	45.3381
gene-CDR20291_0521	222	85.2997	560	130.118
