target_id	length	eff_length	est_counts	tpm
gene-CDR20291_0182	1134	968.915	792	15.5732
gene-CDR20291_0183	264	117.454	38	6.16388
gene-CDR20291_0184	1023	857.915	8068	179.168
gene-CDR20291_0185	921	755.915	5418	136.554
gene-CDR20291_0186	693	527.95	1995	71.9929
gene-CDR20291_0187	849	683.915	3647	101.595
gene-CDR20291_0188	585	420.188	1772	80.3451
gene-CDR20291_0189	927	761.915	2293	57.3372
gene-CDR20291_0190	891	725.915	1315	34.5127
gene-CDR20291_0191	1032	866.915	223	4.90081
gene-CDR20291_0192	876	710.915	5554	148.843
gene-CDR20291_0193	1491	1325.91	7297	104.85
gene-CDR20291_0194	285	134.385	1892	268.231
gene-CDR20291_0195	1629	1463.91	32270	419.974
gene-CDR20291_0196	741	575.922	578	19.1207
gene-CDR20291_0197	1155	989.915	1719	33.0839
gene-CDR20291_0198	1536	1370.91	24366	338.62
gene-CDR20291_0199	1431	1265.91	3745	56.362
gene-CDR20291_0200	876	710.915	408	10.9341
gene-CDR20291_0201	585	420.188	179	8.11612
gene-CDR20291_0202	438	275.06	202	13.9915
gene-CDR20291_0203	237	96.6989	238	46.8916
gene-CDR20291_0204	3429	3263.91	5838	34.0772
gene-CDR20291_0205	2235	2069.91	1743	16.0429
gene-CDR20291_0206	2031	1865.91	31	0.316526
gene-CDR20291_0207	453	289.674	7	0.460392
gene-CDR20291_0208	1056	890.915	47	1.00508
gene-CDR20291_0209	309	154.879	2	0.246024
gene-CDR20291_0210	1266	1100.91	34	0.588389
gene-CDR20291_0211	717	551.936	65	2.24369
gene-CDR20291_0212	294	141.881	59	7.92258
gene-CDR20291_0213	216	81.8742	18	4.18856
gene-CDR20291_0214	513	348.691	179	9.78027
gene-CDR20291_0215	477	313.147	3340	203.206
gene-CDR20291_0216	699	533.95	3432	122.458
gene-CDR20291_0217	1368	1202.91	7919	125.422
gene-CDR20291_0218	1077	911.915	6882	143.78
gene-CDR20291_0219	594	429.161	2519	111.827
gene-CDR20291_0220	1533	1367.91	9339	130.071
gene-CDR20291_0221	1251	1085.91	11147	195.57
gene-CDR20291_0222	3807	3641.91	70937	371.092
gene-CDR20291_0223	873	707.915	496	13.3487
gene-CDR20291_0224	882	716.915	483	12.8357
gene-CDR20291_0225	558	393.325	347	16.8081
gene-CDR20291_0226	984	818.915	840	19.5425
gene-CDR20291_0227	732	566.922	763	25.6413
gene-CDR20291_0228	429	266.346	464	33.1903
gene-CDR20291_0229	315	160.102	282	33.5577
gene-CDR20291_0230	276	126.978	37	5.55152
gene-CDR20291_0231	417	254.801	82	6.13129
gene-CDR20291_0232	1311	1145.91	986	16.3932
gene-CDR20291_0233	933	767.915	805	19.972
gene-CDR20291_0234	393	231.907	225	18.4845
gene-CDR20291_0235	213	79.8053	35	8.35556
gene-CDR20291_0236	396	234.759	248	20.1265
gene-CDR20291_0237	357	198.006	139	13.3745
gene-CDR20291_0238	1524	1358.91	1856	26.0211
gene-CDR20291_0239	336	178.843	148	15.7662
gene-CDR20291_0240	960	794.915	4653	111.52
gene-CDR20291_0241	2220	2054.91	167	1.54832
gene-CDR20291_0242	1878	1712.91	364	4.0486
gene-CDR20291_0243	2115	1949.91	379	3.70308
gene-CDR20291_0244	996	830.915	174	3.98962
gene-CDR20291_0245	1233	1067.91	452	8.06382
gene-CDR20291_0246	954	788.915	747	18.0397
gene-CDR20291_0247	1101	935.915	691	14.0663
gene-CDR20291_0248	318	162.752	52	6.08717
gene-CDR20291_0249	387	226.165	104	8.76088
gene-CDR20291_0250	318	162.752	66	7.72603
gene-CDR20291_0251	1551	1385.91	1197	16.455
gene-CDR20291_0252	1071	905.915	2587	54.4062
gene-CDR20291_0253	744	578.922	653	21.4898
gene-CDR20291_0254	1320	1154.91	159	2.62293
gene-CDR20291_0255	447	283.815	16	1.07405
gene-CDR20291_0256	1206	1040.91	63	1.15309
gene-CDR20291_0257	609	444.129	51	2.18776
gene-CDR20291_0258	984	818.915	205	4.7693
gene-CDR20291_0259	204	73.7003	17	4.3946
gene-CDR20291_0260	819	653.915	155	4.51596
gene-CDR20291_0261	696	530.95	125	4.48534
gene-CDR20291_0262	444	280.91	39	2.64506
gene-CDR20291_0263	375	214.821	14	1.24162
gene-CDR20291_0264	666	500.994	99	3.7648
gene-CDR20291_0265	270	122.111	17	2.65236
gene-CDR20291_0266	1815	1649.91	251	2.89835
gene-CDR20291_0267	2076	1910.91	457	4.55632
gene-CDR20291_0268	1014	848.915	132	2.96244
gene-CDR20291_0269	879	713.915	166	4.42997
gene-CDR20291_0270	702	536.95	31	1.09994
gene-CDR20291_0271	423	260.567	15	1.09676
gene-CDR20291_0272	774	608.915	239	7.47791
gene-CDR20291_0273	762	596.915	292	9.31986
gene-CDR20291_0274	882	716.915	256	6.80317
gene-CDR20291_0275	375	214.821	94	8.33662
gene-CDR20291_0276	1404	1238.91	185	2.84492
gene-CDR20291_0277	1938	1772.91	2560	27.51
gene-CDR20291_0278	1131	965.915	3421	67.4766
gene-CDR20291_0279	1023	857.915	2736	60.7591
gene-CDR20291_0280	912	746.915	636	16.2228
gene-CDR20291_0281	417	254.801	184	13.758
gene-CDR20291_0282	393	231.907	469	38.53
gene-CDR20291_0283	396	234.759	9276	752.797
gene-CDR20291_0284	207	75.7244	170	42.7713
gene-CDR20291_0285	834	668.915	5775	164.483
gene-CDR20291_0286	2568	2402.91	2399	19.0209
gene-CDR20291_0287	414	251.916	4625	349.78
gene-CDR20291_0288	498	333.815	2812	160.49
gene-CDR20291_0289	402	240.438	2336	185.101
gene-CDR20291_0290	489	324.939	6588	386.269
gene-CDR20291_0291	756	590.922	17841	575.212
gene-CDR20291_0292	864	698.915	48615	1325.21
gene-CDR20291_0293	480	316.108	45599	2748.27
gene-CDR20291_0294	1308	1142.91	6736	112.286
gene-CDR20291_0295	1095	929.915	447	9.15806
gene-CDR20291_0296	921	755.915	299	7.53594
gene-CDR20291_0297	759	593.915	359	11.5162
gene-CDR20291_0298	1074	908.915	7632	159.976
gene-CDR20291_0299	264	117.454	1483	240.553
gene-CDR20291_0300	978	812.915	2803	65.6927
gene-CDR20291_0301	1023	857.915	10912	242.326
gene-CDR20291_0302	891	725.915	6414	168.338
gene-CDR20291_0303	963	797.915	9248	220.816
gene-CDR20291_0304	1512	1346.91	7068	99.9759
gene-CDR20291_0305	999	833.915	3436	78.5002
gene-CDR20291_0306	1263	1097.91	5485	95.1803
gene-CDR20291_0307	744	578.922	4507	148.322
gene-CDR20291_0308	1386	1220.91	948	14.7932
gene-CDR20291_0309	645	480.037	412	16.3516
gene-CDR20291_0310	615	450.101	487	20.6138
gene-CDR20291_0311	912	746.915	1064	27.14
gene-CDR20291_0312	444	280.91	1256	85.1846
gene-CDR20291_0313	501	336.79	1104	62.4524
gene-CDR20291_0314	729	563.922	4215	142.402
gene-CDR20291_0315	1089	923.915	493	10.1661
gene-CDR20291_0316	849	683.915	1341	37.3565
gene-CDR20291_0317	366	206.375	2437	224.977
gene-CDR20291_0318	2388	2222.91	33238	284.873
rna-16S_4	1625	1459.91	124858	1629.4
rna-23S_5	2953	2787.91	1.24113e+06	8481.55
rna-5S_4	117	23.7072	8.81633	7.0851
gene-CDR20291_0319	609	444.129	222	9.52321
gene-CDR20291_0320	213	79.8053	136	32.4673
gene-CDR20291_0321	774	608.915	1516	47.4331
gene-CDR20291_0322	738	572.922	1216	40.4368
gene-CDR20291_0323	990	824.915	2072	47.8542
gene-CDR20291_0324	924	758.915	798	20.0331
gene-CDR20291_0325	735	569.922	482	16.1128
gene-CDR20291_0326	189	63.9031	21	6.26089
gene-CDR20291_0327	930	764.915	698	17.3853
gene-CDR20291_0328	1773	1607.91	962	11.3986
gene-CDR20291_0329	753	587.922	41771	1353.61
gene-CDR20291_0330	285	134.385	10532	1493.13
gene-CDR20291_0331	699	533.95	6695	238.885
gene-CDR20291_0332	819	653.915	18728	545.644
gene-CDR20291_0333	2289	2123.91	7194	64.5316
gene-CDR20291_0334	1299	1133.91	4441	74.6173
gene-CDR20291_0335	753	587.922	3240	104.994
gene-CDR20291_0336	525	360.545	4892	258.503
gene-CDR20291_0337	954	788.915	240	5.79589
gene-CDR20291_0338	1599	1433.91	39081	519.256
gene-CDR20291_0339	2673	2507.91	431	3.27419
gene-CDR20291_0340	342	184.238	157	16.2353
gene-CDR20291_0341	672	506.969	497	18.6773
gene-CDR20291_0342	2586	2420.91	462	3.63581
gene-CDR20291_0343	936	770.915	209	5.1651
gene-CDR20291_0344	738	572.922	243	8.08071
gene-CDR20291_0345	5058	4892.91	10308	40.1371
gene-CDR20291_0346	420	257.675	1139	84.2152
gene-CDR20291_0347	252	108.007	74	13.0533
gene-CDR20291_0348	732	566.922	76	2.55405
gene-CDR20291_0349	984	818.915	266	6.18845
gene-CDR20291_0350	813	647.915	2993	88.0092
gene-CDR20291_0351	693	527.95	610	22.0129
gene-CDR20291_0352	942	776.915	576	14.125
gene-CDR20291_0353	1161	995.915	1233	23.5874
gene-CDR20291_0354	573	408.234	9168	427.862
gene-CDR20291_0355	492	327.919	7030	408.44
gene-CDR20291_0356	552	387.344	216	10.6242
gene-CDR20291_0357	933	767.915	204	5.06123
gene-CDR20291_0358	864	698.915	210	5.72446
gene-CDR20291_0359	1863	1697.91	707	7.93309
gene-CDR20291_0360	1467	1301.91	367	5.3706
gene-CDR20291_0361	837	671.915	85	2.41015
gene-CDR20291_0362	1584	1418.91	1424	19.1202
gene-CDR20291_0363	597	432.156	17439	768.812
gene-CDR20291_0364	519	354.621	8395	451.019
gene-CDR20291_0365	999	833.915	106467	2432.39
gene-CDR20291_0366	1200	1034.91	29546	543.918
gene-CDR20291_0367	810	644.915	10703	316.186
gene-CDR20291_0368	1233	1067.91	25426	453.608
gene-CDR20291_0369	1128	962.915	31664	626.494
gene-CDR20291_0370	1134	968.915	33141	651.657
gene-CDR20291_0371	786	620.915	40151	1231.98
gene-CDR20291_0372	1038	872.915	58916	1285.88
gene-CDR20291_0373	1632	1466.91	5550	72.0821
gene-CDR20291_0374	927	761.915	104525	2613.68
gene-CDR20291_0375	330	173.501	235	25.8051
gene-CDR20291_0376	777	611.915	762.345	23.7356
gene-CDR20291_0377	1119	953.915	1024.61	20.464
gene-CDR20291_0378	1362	1196.91	2900	46.1609
gene-CDR20291_0379	1035	869.915	642	14.0604
gene-CDR20291_0380	204	73.7003	239	61.7828
gene-CDR20291_0381	1161	995.915	934	17.8675
gene-CDR20291_0382	900	734.915	1113.91	28.8771
gene-CDR20291_0383	672	506.969	315.418	11.8534
gene-CDR20291_0384	1374	1208.91	602	9.48724
gene-CDR20291_0385	1068	902.915	15	0.316507
gene-CDR20291_0386	309	154.879	10	1.23012
gene-CDR20291_0387	1431	1265.91	49	0.737447
gene-CDR20291_0388	375	214.821	3	0.266062
gene-CDR20291_0389	2205	2039.91	87	0.812543
gene-CDR20291_0390	1410	1244.91	23	0.351988
gene-CDR20291_0391	1065	899.915	18	0.381075
gene-CDR20291_0392	1422	1256.91	68	1.03072
gene-CDR20291_0393	465	301.401	26	1.64349
gene-CDR20291_0394	363	203.563	392	36.6883
gene-CDR20291_0395	885	719.915	309	8.17742
gene-CDR20291_0396	2115	1949.91	741	7.24005
gene-CDR20291_0397	2244	2078.91	245	2.24527
gene-CDR20291_0398	717	551.936	7	0.241629
gene-CDR20291_0399	939	773.915	87	2.14173
gene-CDR20291_0400	684	518.963	165	6.05741
gene-CDR20291_0401	2661	2495.91	1155	8.8164
gene-CDR20291_0402	1182	1016.91	2443	45.7697
gene-CDR20291_0403	663	498.001	1585	60.6371
gene-CDR20291_0404	534	369.49	781	40.2705
gene-CDR20291_0405	933	767.915	974.837	24.1857
gene-CDR20291_0406	606	441.14	665	28.72
gene-CDR20291_0407	750	584.922	580	18.8916
gene-CDR20291_0408	765	599.915	2778	88.223
gene-CDR20291_0409	822	656.915	18	0.522039
gene-CDR20291_0410	1665	1499.91	113	1.43533
gene-CDR20291_0411	1875	1709.91	546	6.08355
gene-CDR20291_0412	1800	1634.91	2561	29.8438
gene-CDR20291_0413	387	226.165	432	36.3913
gene-CDR20291_0414	678	512.969	198	7.35382
gene-CDR20291_0415	426	263.446	433	31.3138
gene-CDR20291_0416	780	614.915	710	21.998
gene-CDR20291_0417	744	578.922	517	17.0141
gene-CDR20291_0418	258	112.705	128	21.6374
gene-CDR20291_0419	513	348.691	202	11.037
gene-CDR20291_0420	774	608.915	93	2.90982
gene-CDR20291_0421	771	605.915	264	8.30102
gene-CDR20291_0422	777	611.915	221	6.88082
gene-CDR20291_0423	663	498.001	472	18.0572
gene-CDR20291_0424	1425	1259.91	1175	17.7679
gene-CDR20291_0425	2469	2303.91	238	1.96811
gene-CDR20291_0426	669	503.982	21	0.793859
gene-CDR20291_0427	474	310.206	158	9.7039
gene-CDR20291_0428	1143	977.915	259	5.04589
gene-CDR20291_0429	675	509.969	103	3.84798
gene-CDR20291_0430	828	662.915	3931	112.976
gene-CDR20291_0431	321	165.447	295	33.9706
gene-CDR20291_0432	681	515.969	19309	712.976
gene-CDR20291_0433	1053	887.915	137	2.9396
gene-CDR20291_0434	417	254.801	29	2.16838
gene-CDR20291_0435	474	310.206	149	9.15115
gene-CDR20291_0436	759	593.915	151	4.84386
gene-CDR20291_0437	840	674.915	136	3.8391
gene-CDR20291_0438	648	483.031	111	4.37811
gene-CDR20291_0439	1395	1229.91	80	1.23924
gene-CDR20291_0440	3513	3347.91	2533	14.4145
gene-CDR20291_0441	1245	1079.91	3190	56.2782
gene-CDR20291_0442	2835	2669.91	2932	20.9221
gene-CDR20291_0443	798	632.915	680	20.4693
gene-CDR20291_0444	495	330.886	499	28.7317
gene-CDR20291_0445	1179	1013.91	27684	520.195
gene-CDR20291_0446	1608	1442.91	2345	30.9629
gene-CDR20291_0447	705	539.95	1996	70.4281
gene-CDR20291_0448	3099	2933.91	1771	11.5003
gene-CDR20291_0449	1287	1121.91	1255	21.3119
gene-CDR20291_0450	1107	941.915	222	4.49035
gene-CDR20291_0451	1542	1376.91	341	4.71831
gene-CDR20291_0452	747	581.922	28	0.91671
gene-CDR20291_0453	1311	1145.91	705	11.7213
gene-CDR20291_0454	471	307.264	145	8.99075
gene-CDR20291_0455	852	686.915	53	1.46998
gene-CDR20291_0456	912	746.915	104	2.65278
gene-CDR20291_0457	498	333.815	49	2.79659
gene-CDR20291_0458	363	203.563	354	33.1318
gene-CDR20291_0459	522	357.586	367	19.5535
gene-CDR20291_0460	486	321.992	364	21.5375
gene-CDR20291_0461	519	354.621	534	28.689
gene-CDR20291_0462	981	815.915	1350	31.523
gene-CDR20291_0463	1704	1538.91	1779	22.0242
gene-CDR20291_0464	2133	1967.91	1297	12.5566
gene-CDR20291_0465	441	277.984	212	14.5297
gene-CDR20291_0466	804	638.915	316	9.42287
gene-CDR20291_0467	579	414.204	234	10.7632
gene-CDR20291_0468	864	698.915	152	4.14342
gene-CDR20291_0469	990	824.915	4911	113.423
gene-CDR20291_0470	612	447.118	6233	265.592
gene-CDR20291_0471	798	632.915	2345	70.5889
gene-CDR20291_0472	360	200.794	531	50.3828
gene-CDR20291_0473	1383	1217.91	4427	69.2519
gene-CDR20291_0474	411	249.036	4374	334.623
gene-CDR20291_0475	657	492.013	609	23.582
gene-CDR20291_0476	1272	1106.91	267	4.59554
gene-CDR20291_0477	717	551.936	22	0.759404
gene-CDR20291_0478	1311	1145.91	554	9.21078
gene-CDR20291_0479	537	372.481	1431	73.1938
gene-CDR20291_0480	537	372.481	1176	60.1509
gene-CDR20291_0481	756	590.922	617	19.8927
gene-CDR20291_0482	1668	1502.91	2457	31.1465
gene-CDR20291_0483	930	764.915	2058	51.2592
gene-CDR20291_0484	564	399.285	3129	149.301
gene-CDR20291_0485	837	671.915	8518	241.525
gene-CDR20291_0486	996	830.915	7481	171.531
gene-CDR20291_0487	417	254.801	654	48.9008
gene-CDR20291_0488	915	749.915	1073	27.2601
gene-CDR20291_0489	2238	2072.91	4421	40.6329
gene-CDR20291_0490	606	441.14	8280	357.597
gene-CDR20291_0491	471	307.264	4289	265.94
gene-CDR20291_0492	849	683.915	3825	106.554
gene-CDR20291_0493	1005	839.915	1827	41.4422
gene-CDR20291_0494	1122	956.915	2897	57.6785
gene-CDR20291_0495	762	596.915	117	3.73433
gene-CDR20291_0496	792	626.915	133	4.04187
gene-CDR20291_0497	603	438.151	400	17.393
gene-CDR20291_0498	2013	1847.91	145690	1502.06
gene-CDR20291_0499	978	812.915	1071	25.1006
gene-CDR20291_0500	1119	953.915	630.92	12.601
gene-CDR20291_0501	1038	872.915	3770	82.2827
gene-CDR20291_0502	687	521.95	2819	102.898
gene-CDR20291_0503	1341	1175.91	565	9.15402
gene-CDR20291_0504	624	459.072	7146	296.566
gene-CDR20291_0505	1251	1085.91	15141	265.643
gene-CDR20291_0506	579	414.204	7161	329.381
gene-CDR20291_0507	1461	1295.91	23403	344.06
gene-CDR20291_0508	606	441.14	2727	117.774
gene-CDR20291_0509	2574	2408.91	17807	140.834
gene-CDR20291_0510	492	327.919	165	9.58642
gene-CDR20291_0511	276	126.978	595	89.2745
gene-CDR20291_0512	288	136.883	282	39.25
gene-CDR20291_0513	2556	2390.91	415.078	3.30753
gene-CDR20291_0514	1085	919.915	295.776	6.12568
gene-CDR20291_0515	5211	5045.91	2128	8.03472
gene-CDR20291_0516	2100	1934.91	39661	390.518
gene-CDR20291_0517	396	234.759	2733	221.797
gene-CDR20291_0518	441	277.984	433	29.6761
gene-CDR20291_0519	1314	1148.91	1295	21.4744
gene-CDR20291_0520	537	372.481	941	48.131
gene-CDR20291_0521	222	85.998	551	122.068
